event,event_url,fighter_red,fighter_blue,result,method,round,time,bout_url
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,David Branch,Krzysztof Jotko,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/362a5b3cd4a70330
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,Eddie Alvarez,Dustin Poirier,ncnc,CNC,2,4:02,http://ufcstats.com/fight-details/6fe9729cee57c680
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,Jason Knight,Chas Skelly,win,KO/TKOPunch,3,0:39,http://ufcstats.com/fight-details/9882c1dac77c0367
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,Chase Sherman,Rashad Coulter,win,KO/TKOElbow,2,3:36,http://ufcstats.com/fight-details/f26657d5018ee428
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,James Vick,Marco Polo Reyes,win,KO/TKOPunch,1,2:39,http://ufcstats.com/fight-details/567cefcaba821205
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,Cortney Casey,Jessica Aguilar,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/af2ef75664656957
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,Enrique Barzola,Gabriel Benitez,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7188621a628e718d
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,Gadzhimurad Antigulov,Joachim Christensen,win,SUBRear Naked Choke,1,2:21,http://ufcstats.com/fight-details/14dbcdbe8e7251bf
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Cub Swanson,Artem Lobov,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/b29ed164b3014a42
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Al Iaquinta,Diego Sanchez,win,KO/TKOPunch,1,1:38,http://ufcstats.com/fight-details/2310fbcb6fdf3b47
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Ovince Saint Preux,Marcos Rogerio de Lima,win,SUBVon Flue Choke,2,2:11,http://ufcstats.com/fight-details/53c96668bf850809
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,John Dodson,Eddie Wineland,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8b97cd609c7152b7
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Stevie Ray,Joe Lauzon,win,M-DEC,3,5:00,http://ufcstats.com/fight-details/41385f4e63682b5b
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Mike Perry,Jake Ellenberger,win,KO/TKOElbow,2,1:05,http://ufcstats.com/fight-details/3905e5dc489811d6
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Thales Leites,Sam Alvey,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2d6182d1d398ed6a
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Brandon Moreno,Dustin Ortiz,win,SUBRear Naked Choke,2,4:06,http://ufcstats.com/fight-details/319f3fad278368e6
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Scott Holtzman,Michael McBride,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/cf18911df2052826
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Danielle Taylor,Jessica Penne,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/c0c587cb52de929b
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Alexis Davis,Cindy Dandois,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f313eae425b7c539
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Bryan Barberena,Joe Proctor,win,KO/TKOPunch,1,3:30,http://ufcstats.com/fight-details/7d4e11c2a9485320
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,Hector Sandoval,Matt Schnell,win,KO/TKOPunch,1,4:24,http://ufcstats.com/fight-details/6ccfbe3a7c5aa55e
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Demetrious Johnson,Wilson Reis,win,SUBArmbar,3,4:49,http://ufcstats.com/fight-details/f63961f9d14bc33d
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Rose Namajunas,Michelle Waterson-Gomez,win,SUBRear Naked Choke,2,2:47,http://ufcstats.com/fight-details/e52318719d839d2d
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Robert Whittaker,Jacare Souza,win,KO/TKOKick,2,3:28,http://ufcstats.com/fight-details/0459297e86a14981
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Renato Moicano,Jeremy Stephens,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/d764ef3e078c96c8
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Alexander Volkov,Roy Nelson,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/b0552b065ca7f401
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Tom Duquesnoy,Patrick Williams,win,KO/TKOElbows,2,0:28,http://ufcstats.com/fight-details/20be16a1db95156c
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Rashid Magomedov,King Green,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/f24c296256faeff2
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Tim Elliott,Louis Smolka,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/41cef92a01e7ff3c
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Aljamain Sterling,Augusto Mendes,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/677e98ae5834ba70
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Devin Clark,Jake Collier,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4291b38643547fa7
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Anthony Smith,Andrew Sanchez,win,KO/TKOKick,3,3:52,http://ufcstats.com/fight-details/0673d8ab0add7a05
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Zak Cummings,Nathan Coy,win,SUBGuillotine Choke,1,4:21,http://ufcstats.com/fight-details/2a0d4dd0997bd712
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,Ketlen Vieira,Ashlee Evans-Smith,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/94ce682e4a3e556a
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Daniel Cormier,Anthony Johnson,win,SUBRear Naked Choke,2,3:37,http://ufcstats.com/fight-details/ea8eaf881d38713e
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Gegard Mousasi,Chris Weidman,win,KO/TKOKnee,2,3:13,http://ufcstats.com/fight-details/87a969d51de6e179
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Cynthia Calvillo,Pearl Gonzalez,win,SUBRear Naked Choke,3,3:45,http://ufcstats.com/fight-details/687d973d71e068dc
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Thiago Alves,Patrick Cote,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a68672f66e12a3c2
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Charles Oliveira,Will Brooks,win,SUBRear Naked Choke,1,2:30,http://ufcstats.com/fight-details/56c7c59c9bb3b610
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Myles Jury,Mike de la Torre,win,KO/TKOPunches,1,3:30,http://ufcstats.com/fight-details/23ba0218f9f65e33
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Kamaru Usman,Sean Strickland,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/b2c1f9bdd5d3073d
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Shane Burgos,Charles Rosa,win,KO/TKOPunch,3,1:59,http://ufcstats.com/fight-details/ddb015ac5c067aa9
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Patrick Cummins,Jan Blachowicz,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e7ad1c3a763c7cae
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Gregor Gillespie,Andrew Holbrook,win,KO/TKOPunch,1,0:21,http://ufcstats.com/fight-details/8b4eeaa048361ba3
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Desmond Green,Josh Emmett,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/97b7638c592a95a9
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Katlyn Cerminara,Irene Aldana,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/2464a75ee75dbf2f
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,Bibulatov Magomed,Jenel Lausa,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/c4da9ec26a924a7d
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Jimi Manuwa,Corey Anderson,win,KO/TKOPunch,1,3:05,http://ufcstats.com/fight-details/00be3852000f8fe9
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Gunnar Nelson,Alan Jouban,win,SUBGuillotine Choke,2,0:46,http://ufcstats.com/fight-details/7e6f91cbf8e93210
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Marlon Vera,Brad Pickett,win,KO/TKOKick,3,3:50,http://ufcstats.com/fight-details/1e5c66d12761d4fe
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Arnold Allen,Makwan Amirkhani,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/7ec86f2af631344f
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Joe Duffy,Reza Madadi,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/55f727e00553035d
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Francimar Barroso,Darren Stewart,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/c365a488a8de3c89
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Timothy Johnson,Daniel Omielanczuk,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/f99ee57f75b20b69
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Leon Edwards,Vicente Luque,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/88ce808e4e604180
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Marc Diakiese,Teemu Packalen,win,KO/TKOPunch,1,0:30,http://ufcstats.com/fight-details/eee7f546c126ee8b
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Brad Scott,Scott Askham,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/794b63b4c1e1e789
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,Lina Lansberg,Lucie Pudilova,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0bb419537705fb04
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Vitor Belfort,Kelvin Gastelum,ncnc,OverturnedPunch,1,3:52,http://ufcstats.com/fight-details/58450502a93454c8
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Mauricio Rua,Gian Villante,win,KO/TKOPunch,3,0:59,http://ufcstats.com/fight-details/34524408fb4d6752
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Edson Barboza,Beneil Dariush,win,KO/TKOFlying Knee,2,3:35,http://ufcstats.com/fight-details/b47e4f0982938e5b
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Ray Borg,Jussier Formiga,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/74d4e37b97866514
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Bethe Correia,Marion Reneau,drawdraw,M-DEC,3,5:00,http://ufcstats.com/fight-details/b03dd50785e761a0
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Alex Oliveira,Tim Means,win,SUBRear Naked Choke,2,2:38,http://ufcstats.com/fight-details/24f156a78bd32026
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Kevin Lee,Francisco Trinaldo,win,SUBRear Naked Choke,2,3:12,http://ufcstats.com/fight-details/76602c3658d70273
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Sergio Moraes,Davi Ramos,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f4f5049e789b7716
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Joe Soto,Rani Yahya,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/dc169cc01d675125
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Michel Prazeres,Joshua Burkman,win,SUBNorth-South Choke,1,1:42,http://ufcstats.com/fight-details/12740c6b17779fe9
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Jeremy Kennedy,Rony Jason,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ebb94e00d6431e7a
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,Paulo Costa,Garreth McLellan,win,KO/TKOPunch,1,1:17,http://ufcstats.com/fight-details/0ace7e71f5d66bc9
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Tyron Woodley,Stephen Thompson,win,M-DEC,5,5:00,http://ufcstats.com/fight-details/dfc8c5161ea0ccb5
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,David Teymur,Lando Vannata,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7ac4b9823b1e139b
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Daniel Kelly,Rashad Evans,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/e3ca9462ad0d7685
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Cynthia Calvillo,Amanda Cooper,win,SUBRear Naked Choke,1,3:19,http://ufcstats.com/fight-details/54f9e3e1fad7a589
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Alistair Overeem,Mark Hunt,win,KO/TKOKnees,3,1:44,http://ufcstats.com/fight-details/c79b862be039d9f0
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Marcin Tybura,Luis Henrique,win,KO/TKOPunches,3,3:46,http://ufcstats.com/fight-details/42ad1437a1280294
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Darren Elkins,Mirsad Bektic,win,KO/TKOKick,3,3:19,http://ufcstats.com/fight-details/3b536afcc9098925
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Iuri Alcantara,Luke Sanders,win,SUBKneebar,2,3:13,http://ufcstats.com/fight-details/4804776154430aad
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Mark Godbeer,Daniel Spitz,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/08b65f5009c34997
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Tyson Pedro,Paul Craig,win,KO/TKOElbows,1,4:10,http://ufcstats.com/fight-details/6db4d7827082d5b9
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,Albert Morales,Andre Soukhamthath,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/2d4743a82fc55642
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Derrick Lewis,Travis Browne,win,KO/TKOPunch,2,3:12,http://ufcstats.com/fight-details/ab14dbff9d2ae41a
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Johny Hendricks,Hector Lombard,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a5d24caed8afbeef
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Gavin Tucker,Sam Sicilia,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/112e6a0ddce893e6
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Elias Theodorou,Cezar Ferreira,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/16e28dd989ee1dea
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Sara McMann,Gina Mazany,win,SUBArm Triangle,1,1:14,http://ufcstats.com/fight-details/9c256e94c6b584b6
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Paul Felder,Alex Ricci,win,KO/TKOElbow,1,4:44,http://ufcstats.com/fight-details/f00ac5af033f44b4
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Santiago Ponzinibbio,Nordine Taleb,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/1db121859d2fcda8
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Randa Markos,Carla Esparza,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/e4c4c54a10e06973
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Aiemann Zahabi,Reginaldo Vieira,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ad9ecef413a5b48f
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Thiago Santos,Jack Marshman,win,KO/TKOKick,2,2:21,http://ufcstats.com/fight-details/e59aabdfba9d6c45
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,Gerald Meerschaert,Ryan Janes,win,SUBArmbar,1,1:34,http://ufcstats.com/fight-details/c1d86f1e6d41cd03
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Germaine de Randamie,Holly Holm,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/252074c8554bf30d
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Anderson Silva,Derek Brunson,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d29750cee389a0b9
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Jacare Souza,Tim Boetsch,win,SUBKimura,1,3:41,http://ufcstats.com/fight-details/ced241b99eab5f22
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Glover Teixeira,Jared Cannonier,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/244357514dd89bd6
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Dustin Poirier,Jim Miller,win,M-DEC,3,5:00,http://ufcstats.com/fight-details/8b8f9485214f9e48
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Belal Muhammad,Randy Brown,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f680e6ebe3bdfe3e
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Wilson Reis,Yuta Sasaki,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/febea68b205f6273
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Islam Makhachev,Nik Lentz,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ddd9e64d97b095f9
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Ricky Glenn,Phillipe Nover,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/c4174e22cb22622c
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,Ryan LaFlare,Roan Carneiro,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/1f9ac1648b8e501e
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Chan Sung Jung,Dennis Bermudez,win,KO/TKOPunch,1,2:29,http://ufcstats.com/fight-details/8c220d4c96895a98
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Felice Herrig,Alexa Grasso,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4a2e7e2c8cfdaf5f
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,James Vick,Abel Trujillo,win,SUBD'Arce Choke,3,0:49,http://ufcstats.com/fight-details/94cecf4bd29793e1
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Volkan Oezdemir,Ovince Saint Preux,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/36220644401d85e1
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Marcel Fortuna,Anthony Hamilton,win,KO/TKOPunch,1,3:10,http://ufcstats.com/fight-details/49e344834626c144
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Jessica Andrade,Angela Hill,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/451525a1abe30a91
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Adam Milstead,Curtis Blaydes,ncnc,Overturned,2,0:59,http://ufcstats.com/fight-details/74256b4e8d0b1de6
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Chas Skelly,Chris Gruetzemacher,win,SUBRear Naked Choke,2,2:01,http://ufcstats.com/fight-details/478221ad98336565
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Ricardo Ramos,Michinori Tanaka,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/66ad9f88f063d2ef
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Tecia Pennington,Bec Rawlings,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ebe38ba75cbf2320
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Alex Morono,Niko Price,ncnc,OverturnedPunch,2,5:00,http://ufcstats.com/fight-details/48e51d4e7172048e
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,Khalil Rountree Jr.,Daniel Jolly,win,KO/TKOKnees,1,0:52,http://ufcstats.com/fight-details/f3bb58f485dc2008
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Valentina Shevchenko,Julianna Pena,win,SUBArmbar,2,4:29,http://ufcstats.com/fight-details/ab79fe7b35ccc3dc
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Jorge Masvidal,Donald Cerrone,win,KO/TKOPunches,2,1:00,http://ufcstats.com/fight-details/b91756d955e14d2e
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Francis Ngannou,Andrei Arlovski,win,KO/TKOPunch,1,1:32,http://ufcstats.com/fight-details/a45596cda51a1816
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Jason Knight,Alex Caceres,win,SUBRear Naked Choke,2,4:21,http://ufcstats.com/fight-details/43682a646b9b956f
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Sam Alvey,Nate Marquardt,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/3c8eb8ad5e98876f
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Raphael Assuncao,Aljamain Sterling,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/637f561cd731fb44
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Li Jingliang,Bobby Nash,win,KO/TKOPunch,2,4:45,http://ufcstats.com/fight-details/c5865afc31cb6c59
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Jordan Johnson,Henrique da Silva,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/1cd0ce0e2312ad52
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Eric Spicely,Alessio Di Chirico,win,SUBTriangle Choke,1,2:14,http://ufcstats.com/fight-details/481aef2d2802ec68
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Marcos Rogerio de Lima,Jeremy Kimball,win,KO/TKOPunches,1,2:27,http://ufcstats.com/fight-details/99373dc33dfbf6e0
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Alexandre Pantoja,Eric Shelton,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/0094d2ed98819f7a
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,Jason Gonzalez,JC Cottrell,win,SUBD'Arce Choke,1,3:54,http://ufcstats.com/fight-details/6eb382e2c51fc4f5
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Yair Rodriguez,BJ Penn,win,KO/TKOPunches,2,0:24,http://ufcstats.com/fight-details/5742025a09190829
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Joe Lauzon,Marcin Held,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/00720c46f864fe03
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Ben Saunders,Court McGee,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8edb831924d69dd9
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Sergio Pettis,John Moraga,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7685701c382cd49a
